,production_budget,worldwide_gross,title_year,aspect_ratio,duration.1,cast_total_facebook_likes,budget,imdb_score
1066,40000000.0,177835231.0,1999.0,2.35,105.0,2129.0,70000000.0,6.4
1067,40000000.0,167851995.0,2003.0,1.85,84.0,22935.0,38000000.0,4.1
1068,40000000.0,152266007.0,1996.0,2.35,149.0,31349.0,40000000.0,7.4
1069,40000000.0,132440066.0,1992.0,2.35,128.0,16751.0,40000000.0,7.2
1070,40000000.0,97470701.0,2013.0,2.35,128.0,16911.0,40000000.0,7.5
1071,40000000.0,126646119.0,2009.0,1.85,123.0,13321.0,40000000.0,7.0
1072,40000000.0,181053657.0,2009.0,2.35,129.0,318.0,40000000.0,6.4
1073,40000000.0,124246152.0,2016.0,2.35,102.0,5178.0,40000000.0,5.9
1074,40000000.0,178710620.0,2006.0,1.85,89.0,5855.0,45000000.0,5.1
1075,40000000.0,106511453.0,2015.0,1.85,107.0,12556.0,40000000.0,6.0
1076,40000000.0,161838076.0,2000.0,2.35,116.0,600.0,40000000.0,5.5
1077,40000000.0,244088654.0,1990.0,1.37,118.0,3986.0,40000000.0,7.4
1078,40000000.0,141208010.0,2014.0,1.85,109.0,16179.0,35000000.0,5.7
1079,40000000.0,195111193.0,2014.0,2.35,109.0,2357.0,40000000.0,6.0
1080,40000000.0,215862692.0,1992.0,1.85,155.0,42220.0,40000000.0,7.5
1081,40000000.0,120612565.0,2006.0,2.35,120.0,24300.0,40000000.0,7.3
1082,40000000.0,128792135.0,1999.0,1.85,139.0,36810.0,40000000.0,7.3
1083,40000000.0,197232734.0,2015.0,1.85,121.0,36010.0,35000000.0,7.2
1084,40000000.0,75505856.0,1992.0,2.35,117.0,2144.0,40000000.0,7.8
1085,40000000.0,124823094.0,2004.0,1.85,178.0,5074.0,40000000.0,7.7
1086,40000000.0,161513754.0,2015.0,2.35,142.0,16944.0,40000000.0,7.6
1087,40000000.0,150886329.0,2008.0,2.35,90.0,6775.0,40000000.0,6.6
1088,40000000.0,91729503.0,2009.0,1.85,105.0,28928.0,40000000.0,7.1
1089,40000000.0,70836296.0,2001.0,1.85,114.0,2842.0,40000000.0,5.9
1090,40000000.0,205400000.0,1991.0,2.35,206.0,698.0,40000000.0,8.0
1091,40000000.0,137047376.0,2006.0,1.85,99.0,19334.0,40000000.0,4.6
1092,40000000.0,145238250.0,2001.0,2.35,123.0,43917.0,34000000.0,6.1
1093,40000000.0,187384627.0,2009.0,2.35,82.0,303717.0,40000000.0,5.2
1094,40000000.0,139474906.0,2009.0,2.35,102.0,7009.0,20000000.0,6.4
1095,40000000.0,91455875.0,2010.0,1.85,114.0,2091.0,40455386.33009198,6.4
1096,40000000.0,141484812.0,2003.0,1.85,98.0,22318.0,40000000.0,5.8
1097,40000000.0,58855732.0,2001.0,2.35,106.0,2544.0,40000000.0,6.4
1098,40000000.0,87145086.0,2011.0,2.35,118.0,13943.0,40000000.0,7.3
1099,40000000.0,118097882.0,2004.0,1.85,106.0,2325.0,50000000.0,6.1
1100,40000000.0,74156610.0,2013.0,2.35,89.0,3361.0,40000000.0,5.9
1101,40000000.0,71743823.0,1998.0,2.35,108.0,8610.0,40000000.0,6.1
1102,40000000.0,87949859.0,1997.0,1.85,98.0,7039.0,40000000.0,5.2
1103,40000000.0,105945357.0,2014.0,2.35,116.0,30571.0,42000000.0,6.3
1104,40000000.0,75389090.0,2002.0,1.85,131.0,17152.0,35000000.0,7.7
1105,40000000.0,104407366.0,2006.0,2.35,130.0,63986.0,40000000.0,8.5
1106,40000000.0,114830111.0,2006.0,2.35,99.0,18693.0,40000000.0,6.8
1107,40000000.0,127234389.0,2010.0,2.35,107.0,4243.0,40000000.0,6.4
1108,40000000.0,55249159.0,2012.0,1.85,105.0,9069.0,25000000.0,6.6
1109,40000000.0,191200000.0,1987.0,2.35,130.0,1233.0,30000000.0,6.7
1110,40000000.0,121032272.0,2006.0,1.85,139.0,848.0,40000000.0,7.8
1111,40000000.0,146300356.0,2007.0,1.85,95.0,2787.0,40455386.33009198,6.5
1112,40000000.0,49851591.0,1986.0,2.35,116.0,2179.0,40000000.0,5.9
1113,40000000.0,92111551.0,2004.0,2.35,96.0,41293.0,40000000.0,6.6
1114,40000000.0,92256918.0,2005.0,2.35,104.0,1274.0,43000000.0,6.5
1115,40000000.0,65282732.0,2014.0,2.35,134.0,2281.0,40000000.0,6.9
1116,40000000.0,106548738.0,2008.0,2.35,101.0,4298.0,40000000.0,5.8
1117,40000000.0,45916769.0,1997.0,2.35,135.0,16762.0,40000000.0,7.1
1118,40000000.0,44948240.0,1992.0,2.35,106.0,519.0,40000000.0,6.0
1119,40000000.0,58250151.0,1997.0,1.85,155.0,37570.0,36000000.0,7.2
1120,40000000.0,86760995.0,2014.0,2.35,136.0,28927.0,40000000.0,6.1
1121,40000000.0,155011165.0,2011.0,2.35,92.0,3074.0,40000000.0,5.9
1122,40000000.0,50071069.0,2005.0,2.35,104.0,1827.0,30000000.0,6.2
1123,40000000.0,128884494.0,2007.0,2.35,102.0,4324.0,40000000.0,4.7
1124,40000000.0,126069509.0,2014.0,1.85,94.0,1488.0,40000000.0,5.1
1125,40000000.0,95989590.0,2011.0,2.35,111.0,4486.0,40000000.0,6.2
1126,40000000.0,38087756.0,1994.0,1.85,95.0,4634.0,40000000.0,5.2
1127,40000000.0,90717684.0,2000.0,1.85,103.0,26938.0,40000000.0,5.5
1128,40000000.0,101162106.0,2011.0,2.35,109.0,390.0,40000000.0,7.0
1129,40000000.0,41294674.0,2012.0,2.35,95.0,1070.0,40000000.0,5.8
1130,40000000.0,72295262.0,2011.0,2.35,112.0,3432.0,40000000.0,6.4
1131,40000000.0,96398826.0,1999.0,2.35,123.0,12970.0,40000000.0,6.5
1132,40000000.0,51867723.0,2000.0,1.85,94.0,1238.0,60000000.0,4.7
1133,40000000.0,34416893.0,1991.0,2.35,140.0,3044.0,38000000.0,7.2
1134,40000000.0,53864342.0,1999.0,1.85,102.0,2913.0,40000000.0,5.8
1135,40000000.0,55696705.0,2000.0,1.85,123.0,23920.0,40000000.0,7.2
1136,40000000.0,49686263.0,2008.0,2.35,102.0,3239.0,40000000.0,5.7
1137,40000000.0,55247881.0,2011.0,2.35,129.0,15595.0,40000000.0,6.9
1138,40000000.0,31835600.0,1994.0,1.85,93.0,2711.0,25000000.0,6.0
1139,40000000.0,59795070.0,2010.0,2.35,107.0,621.0,40000000.0,6.5
1140,40000000.0,46666955.0,2005.0,2.35,117.0,3969.0,40000000.0,5.0
1141,40000000.0,30199105.0,2000.0,2.35,116.0,3753.0,40000000.0,5.7
1142,40000000.0,69807260.0,2013.0,1.85,113.0,36009.0,40000000.0,6.4
1143,40000000.0,40435694.0,2000.0,2.35,107.0,4565.0,40000000.0,5.1
1144,40000000.0,31670620.0,2005.0,2.35,135.0,5917.0,40000000.0,7.0
1145,40000000.0,28544120.0,1999.0,1.85,90.0,1335.0,40000000.0,5.3
1146,40000000.0,27682712.0,1996.0,2.35,99.0,10469.0,40000000.0,4.4
1147,40000000.0,27053815.0,2001.0,2.35,104.0,2888.0,40000000.0,4.7
1148,40000000.0,78269970.0,2008.0,1.85,115.0,77823.0,35000000.0,6.7
1149,40000000.0,65754228.0,2001.0,1.85,119.0,29484.0,40000000.0,6.7
1150,40000000.0,24172899.0,1994.0,1.85,128.0,3126.0,40000000.0,6.1
1151,40000000.0,38172500.0,1981.0,2.35,100.0,931.0,12500000.0,7.4
1152,40000000.0,22433915.0,2002.0,2.35,108.0,34377.0,60000000.0,6.2
1153,40000000.0,22365133.0,1999.0,1.85,128.0,3821.0,60000000.0,5.9
1154,40000000.0,46176322.0,2004.0,2.35,84.0,5039.0,40000000.0,4.0
1155,40000000.0,47085064.0,2009.0,1.85,87.0,24770.0,40000000.0,7.8
1156,40000000.0,37750754.0,1995.0,2.35,131.0,18913.0,45000000.0,4.6
1157,40000000.0,20278055.0,1996.0,1.85,111.0,17877.0,40000000.0,6.2
1158,40000000.0,25693998.0,2012.0,2.35,107.0,1702.0,40000000.0,6.5
1159,40000000.0,169590606.0,2012.0,2.35,114.0,7099.0,45000000.0,7.6
1160,40000000.0,20790486.0,2012.0,2.35,91.0,222.0,40000000.0,5.9
1161,40000000.0,60862471.0,2006.0,1.85,123.0,7243.0,40000000.0,6.4
1162,40000000.0,19417182.0,2000.0,2.35,102.0,14463.0,40000000.0,5.1
1163,40000000.0,14942422.0,1995.0,1.85,101.0,14008.0,40000000.0,5.9
1164,40000000.0,14448589.0,2002.0,2.35,103.0,12566.0,40000000.0,5.8
1165,40000000.0,14375181.0,1987.0,1.85,107.0,3374.0,51000000.0,4.2
1166,40000000.0,14358033.0,1992.0,2.35,99.0,2125.0,40000000.0,5.9
1167,40000000.0,39753957.0,2009.0,2.35,109.0,20503.0,40000000.0,5.9
1168,40000000.0,21215882.0,2004.0,1.85,91.0,3974.0,30000000.0,4.8
1169,40000000.0,13508635.0,1999.0,1.85,106.0,4327.0,40000000.0,6.3
1170,40000000.0,35195939.0,2004.0,1.85,103.0,3639.0,60000000.0,6.2
1171,40000000.0,13208023.0,2002.0,2.35,101.0,4262.0,42000000.0,3.3
1172,40000000.0,12345883.0,2008.0,2.35,100.0,4103.0,40455386.33009198,6.5
1173,40000000.0,13644292.0,2015.0,2.35,115.0,1686.0,40000000.0,5.8
1174,40000000.0,10717421.0,1999.0,1.85,83.0,4024.0,24000000.0,4.1
1175,40000000.0,17033431.0,2009.0,2.35,108.0,14127.0,33000000.0,6.8
1176,40000000.0,10070651.0,2003.0,1.85,89.0,3096.0,40000000.0,5.8
1177,40000000.0,7000000.0,1980.0,2.35,119.0,1883.0,36000000.0,4.7
1178,40000000.0,26738000.0,2015.0,1.85,159.0,554.0,18026148.0,8.4
1179,40000000.0,7974607.0,2001.0,1.85,102.0,2664.0,40000000.0,6.2
1180,40000000.0,33175076.0,2015.0,2.35,110.0,12876.0,40000000.0,6.0
1181,40000000.0,33175076.0,2015.0,2.35,110.0,12876.0,40000000.0,6.0
1182,40000000.0,33175076.0,2015.0,2.35,110.0,12876.0,40000000.0,6.0
1183,40000000.0,12624471.0,2002.0,2.35,93.0,4123.0,40000000.0,4.5
1184,40000000.0,16172200.0,2001.0,2.35,84.0,1149.0,40000000.0,5.8
1185,40000000.0,88069880.0,2013.0,1.85,126.0,12286.0,39200000.0,7.0
1186,40000000.0,32030610.0,2007.0,2.35,107.0,11623.0,26000000.0,7.3
1187,40000000.0,14938149.0,1994.0,1.85,111.0,2612.0,30000000.0,7.3
1188,40000000.0,915840.0,2008.0,1.85,94.0,2449.0,40000000.0,4.4
1189,40000000.0,7729552.0,2007.0,2.35,101.0,504.0,25000000.0,6.9
1190,40000000.0,20722450.0,2006.0,2.35,93.0,15638.0,40000000.0,5.1
1191,40000000.0,119627047.0,2008.0,2.35,150.0,2172.0,553632000.0,7.4
1192,40000000.0,463730.0,2004.0,1.85,93.0,5240.0,40455386.33009198,5.7
1193,40000000.0,38899792.0,2007.0,2.35,113.0,6267.0,40000000.0,7.1
1194,40000000.0,27000381.0,2011.0,1.85,90.0,3243.0,25000000.0,6.8
1195,40000000.0,155403.0,2014.0,2.1269761542364285,88.0,196.0,40000000.0,6.4
1196,39000000.0,102332135.0,2009.0,2.35,107.0,568.0,39000000.0,7.1
1197,39000000.0,59950623.0,1983.0,2.35,125.0,2329.0,39000000.0,4.9
1198,39000000.0,69538833.0,2007.0,1.85,102.0,1930.0,40455386.33009198,5.6
1199,39000000.0,81150788.0,2012.0,1.85,87.0,4774.0,39000000.0,7.0
1200,39000000.0,37956589.0,1996.0,2.35,93.0,2176.0,39000000.0,5.7
1201,39000000.0,40319440.0,2005.0,2.35,119.0,2853.0,40000000.0,8.0
1202,39000000.0,6429865.0,2004.0,2.35,110.0,2972.0,39000000.0,5.3
1203,38000000.0,182365114.0,2002.0,2.35,108.0,4251.0,38000000.0,6.1
1204,38000000.0,205298907.0,2009.0,2.35,96.0,22436.0,38000000.0,6.5
1205,38000000.0,119721296.0,2002.0,1.85,100.0,18291.0,38000000.0,5.1
1206,38000000.0,120000000.0,1994.0,2.35,118.0,6427.0,35000000.0,6.6
1207,38000000.0,107597242.0,2015.0,1.85,94.0,3552.0,30000000.0,4.4
1208,38000000.0,61894591.0,2012.0,2.35,115.0,216.0,3800000.0,8.3
1209,38000000.0,116809717.0,2011.0,2.35,120.0,36062.0,38000000.0,6.9
1210,38000000.0,73956241.0,1999.0,1.85,146.0,20516.0,38000000.0,7.6
1211,38000000.0,94763758.0,2013.0,2.35,127.0,17551.0,38000000.0,6.4
1212,38000000.0,57753825.0,2001.0,2.35,123.0,2912.0,35000000.0,6.2
1213,38000000.0,50970660.0,2002.0,2.35,115.0,3770.0,38000000.0,5.6
1214,38000000.0,110678636.0,2016.0,2.35,112.0,19974.0,38000000.0,5.2
1215,38000000.0,98230839.0,2013.0,2.35,123.0,37206.0,38000000.0,8.1
1216,38000000.0,29544532.0,2001.0,1.85,102.0,1440.0,38000000.0,5.6
1217,38000000.0,24515990.0,2001.0,1.85,98.0,2765.0,38000000.0,5.5
1218,38000000.0,58394308.0,1999.0,2.35,133.0,42344.0,38000000.0,6.7
1219,38000000.0,17378193.0,1996.0,2.35,118.0,24547.0,38000000.0,6.1
1220,38000000.0,19317765.0,2001.0,2.35,105.0,1265.0,57000000.0,6.2
1221,38000000.0,27501814.0,1982.0,2.35,109.0,1757.0,15000000.0,8.2
1222,38000000.0,10229300.0,1996.0,2.35,129.0,16237.0,38000000.0,6.6
1223,38000000.0,17830244.0,2008.0,2.35,90.0,15494.0,55000000.0,6.5
1224,38000000.0,6504442.0,1997.0,2.35,118.0,74.0,37000000.0,6.4
1225,38000000.0,623374.0,2001.0,2.35,110.0,2120.0,38000000.0,5.2
1226,38000000.0,5473041.0,2007.0,1.85,97.0,4900.0,38000000.0,4.8
1227,37500000.0,120925697.0,2012.0,2.35,110.0,13396.0,40000000.0,5.7
1228,37500000.0,58792011.0,2012.0,1.85,144.0,427.0,32000000.0,7.1
1229,37500000.0,9813309.0,2008.0,2.35,130.0,5162.0,40000000.0,7.3
1230,37000000.0,267816276.0,2013.0,2.35,118.0,3425.0,37000000.0,7.0
1231,37000000.0,173567581.0,2015.0,2.35,133.0,15106.0,35000000.0,7.7
1232,37000000.0,152566881.0,2010.0,2.35,150.0,14296.0,37000000.0,7.6
1233,37000000.0,168167798.0,2008.0,1.85,96.0,36093.0,37000000.0,7.0
1234,37000000.0,101857425.0,2008.0,2.35,96.0,18178.0,37000000.0,6.0
1235,37000000.0,99595932.0,2016.0,2.35,110.0,4882.0,38000000.0,6.1
1236,37000000.0,55909910.0,2010.0,2.35,107.0,14483.0,37000000.0,5.6
1237,37000000.0,97143987.0,2011.0,2.35,114.0,19904.0,37000000.0,6.0
1238,37000000.0,67029956.0,2008.0,2.35,81.0,2268.0,37000000.0,4.5
1239,37000000.0,48446802.0,1999.0,2.35,188.0,1906.0,37000000.0,8.0
1240,37000000.0,24935799.0,2015.0,1.85,105.0,44037.0,37000000.0,5.4
1241,37000000.0,24935799.0,2015.0,1.85,105.0,44037.0,37000000.0,5.4
1242,36500000.0,15000000.0,2009.0,2.1269761542364285,115.0,599.0,29500000.0,5.3
1243,36000000.0,102226631.0,2002.0,1.85,116.0,20970.0,36000000.0,7.0
1244,36000000.0,117448157.0,1999.0,1.85,93.0,2986.0,65000000.0,6.3
1245,36000000.0,160000000.0,1983.0,2.35,121.0,762.0,36000000.0,6.2
1246,36000000.0,65967750.0,2010.0,1.85,101.0,1272.0,36000000.0,6.4
1247,36000000.0,50159144.0,1997.0,2.35,93.0,1874.0,36000000.0,6.9
1248,36000000.0,57824533.0,2014.0,1.85,107.0,13904.0,36000000.0,6.4
1249,36000000.0,43797731.0,2003.0,2.35,109.0,16611.0,36000000.0,6.1
1250,36000000.0,23360779.0,2000.0,2.35,124.0,10838.0,34000000.0,5.7
1251,36000000.0,14378353.0,1999.0,2.35,127.0,2393.0,36000000.0,6.8
1252,36000000.0,13052741.0,1996.0,1.85,130.0,3968.0,36000000.0,6.7
1253,36000000.0,12532777.0,1997.0,2.35,106.0,1942.0,36000000.0,7.8
1254,36000000.0,2954405.0,2000.0,1.85,95.0,2928.0,36000000.0,5.3
1255,36000000.0,156835197.0,2015.0,2.35,105.0,615.0,36000000.0,7.2
1256,36000000.0,4020990.0,2011.0,2.35,102.0,3497.0,36000000.0,5.9
1257,35200000.0,38283765.0,2003.0,1.85,95.0,4537.0,35200000.0,5.4
1258,35000000.0,305705794.0,2009.0,1.85,129.0,3389.0,29000000.0,7.7
1259,35000000.0,411348924.0,1989.0,1.85,126.0,2725.0,35000000.0,7.6
1260,35000000.0,310332636.0,1999.0,2.35,95.0,47203.0,33000000.0,6.6
1261,35000000.0,252276928.0,2010.0,2.35,110.0,25964.0,38000000.0,7.7
1262,35000000.0,319700000.0,1992.0,2.35,121.0,1446.0,35000000.0,6.7
1263,35000000.0,175361578.0,2013.0,2.35,120.0,5826.0,35000000.0,5.7
1264,35000000.0,326073155.0,2006.0,2.35,109.0,23923.0,35000000.0,6.8
1265,35000000.0,212417601.0,2011.0,2.35,106.0,18669.0,35000000.0,6.9
1266,35000000.0,197692062.0,2001.0,1.85,88.0,4499.0,35000000.0,5.4
1267,35000000.0,140561831.0,2015.0,2.35,129.0,1450.0,35000000.0,6.3
1268,35000000.0,114962525.0,2013.0,2.35,125.0,19809.0,35000000.0,7.5
1269,35000000.0,139000000.0,1979.0,2.35,143.0,16007.0,35000000.0,6.4
1270,35000000.0,157852532.0,2008.0,2.35,123.0,25661.0,35000000.0,6.8
1271,35000000.0,218535708.0,2008.0,2.35,101.0,1026.0,35000000.0,6.1
1272,35000000.0,182291969.0,1991.0,2.35,128.0,24006.0,35000000.0,7.3
1273,35000000.0,231716374.0,1996.0,1.85,162.0,15912.0,27000000.0,7.4
1274,35000000.0,102115888.0,2005.0,1.85,105.0,2689.0,35000000.0,5.9
1275,35000000.0,90221182.0,2012.0,2.35,134.0,1050.0,35000000.0,6.2
1276,35000000.0,126204977.0,1997.0,2.35,138.0,19129.0,35000000.0,8.3
1277,35000000.0,83109359.0,2005.0,2.35,100.0,2968.0,35000000.0,6.2
1278,35000000.0,83226569.0,1997.0,1.85,90.0,23504.0,35000000.0,6.3
1279,35000000.0,85911226.0,2000.0,2.35,109.0,2474.0,33000000.0,6.3
1280,35000000.0,113354449.0,1995.0,2.35,108.0,1715.0,35000000.0,5.8
1281,35000000.0,65063726.0,2006.0,1.85,75.0,13125.0,33000000.0,5.6
1282,35000000.0,60376247.0,2010.0,2.35,123.0,2259.0,35000000.0,7.2
1283,35000000.0,56968169.0,1998.0,1.85,132.0,29265.0,35000000.0,6.4
1284,35000000.0,146595891.0,2011.0,2.35,109.0,20956.0,35000000.0,6.6
1285,35000000.0,104444374.0,2016.0,2.35,92.0,17860.0,35000000.0,6.0
1286,35000000.0,96096018.0,2007.0,2.35,87.0,16571.0,34000000.0,6.3
1287,35000000.0,53293628.0,2003.0,1.85,109.0,4231.0,35000000.0,6.9
1288,35000000.0,95104304.0,2009.0,1.85,88.0,53370.0,35000000.0,5.4
1289,35000000.0,48169910.0,1992.0,1.85,202.0,20143.0,33000000.0,7.7
1290,35000000.0,89102315.0,2009.0,2.35,92.0,2184.0,35000000.0,6.6
1291,35000000.0,58894863.0,2005.0,2.35,98.0,4879.0,30000000.0,5.9
1292,35000000.0,70187088.0,2007.0,2.35,91.0,52566.0,35000000.0,5.3
1293,35000000.0,65303052.0,1997.0,2.35,147.0,56014.0,35000000.0,7.8
1294,35000000.0,85761789.0,2008.0,2.35,103.0,16249.0,35000000.0,5.4
1295,35000000.0,103787401.0,2002.0,1.85,100.0,17902.0,33000000.0,6.7
1296,35000000.0,77392139.0,2004.0,1.85,104.0,41701.0,35000000.0,6.2
1297,35000000.0,65084116.0,2011.0,1.85,112.0,2371.0,35000000.0,5.9
1298,35000000.0,46309644.0,2006.0,2.35,101.0,966.0,30000000.0,6.8
1299,35000000.0,165103952.0,2011.0,2.35,109.0,34011.0,40000000.0,6.7
1300,35000000.0,75281179.0,2010.0,2.35,104.0,3356.0,35000000.0,5.3
1301,35000000.0,84606030.0,2011.0,2.35,137.0,36258.0,35000000.0,6.6
1302,35000000.0,45680201.0,2015.0,2.35,87.0,1679.0,35000000.0,5.1
1303,35000000.0,50359876.0,2015.0,2.35,123.0,13371.0,35000000.0,7.1
1304,35000000.0,115476509.0,2004.0,1.85,98.0,28027.0,27000000.0,7.3
1305,35000000.0,99423000.0,1994.0,2.35,102.0,5443.0,35000000.0,3.8
1306,35000000.0,33422806.0,2001.0,2.35,95.0,2643.0,50000000.0,4.8
1307,35000000.0,33500620.0,1976.0,1.85,102.0,677.0,40455386.33009198,7.3
1308,35000000.0,111854182.0,2002.0,1.85,150.0,1075.0,35000000.0,8.5
1309,35000000.0,68712365.0,2001.0,2.35,122.0,41636.0,35000000.0,6.8
1310,35000000.0,68712365.0,2001.0,2.35,122.0,41636.0,35000000.0,6.8
1311,35000000.0,77220596.0,2008.0,2.35,112.0,3185.0,35000000.0,6.2
1312,35000000.0,30307804.0,2002.0,2.35,101.0,3001.0,35000000.0,5.2
1313,35000000.0,97799865.0,2010.0,2.35,109.0,855.0,35000000.0,6.1
1314,35000000.0,52649951.0,2008.0,2.35,101.0,3612.0,35000000.0,6.2
1315,35000000.0,54768418.0,1990.0,1.37,103.0,4722.0,35000000.0,6.2
1316,35000000.0,86648359.0,2011.0,2.35,106.0,561.0,35000000.0,5.0
1317,35000000.0,27107960.0,1980.0,2.35,111.0,2603.0,20000000.0,6.4
1318,35000000.0,73026302.0,2008.0,1.85,82.0,3266.0,35000000.0,4.5
1319,35000000.0,26613620.0,1999.0,2.35,112.0,5709.0,35000000.0,6.6
1320,35000000.0,35426759.0,2012.0,2.35,101.0,2471.0,35000000.0,5.1
1321,35000000.0,37066129.0,2004.0,2.35,102.0,3592.0,35000000.0,6.2
1322,35000000.0,25078937.0,1997.0,1.85,155.0,19689.0,30000000.0,6.6
1323,35000000.0,28391473.0,1992.0,2.35,140.0,1394.0,35000000.0,6.6
1324,35000000.0,22913677.0,2004.0,1.85,96.0,17292.0,35000000.0,6.3
1325,35000000.0,31393201.0,2012.0,2.35,91.0,24669.0,35000000.0,6.5
1326,35000000.0,34480045.0,2013.0,2.35,109.0,2073.0,35000000.0,6.2
1327,35000000.0,64188387.0,2005.0,1.85,76.0,1908.0,35000000.0,5.6
1328,35000000.0,33422485.0,2000.0,2.35,107.0,22974.0,55000000.0,7.4
1329,35000000.0,20606053.0,2007.0,2.35,120.0,1082.0,35000000.0,6.7
1330,35000000.0,29882645.0,2002.0,2.35,125.0,3142.0,35000000.0,6.5
1331,35000000.0,39340177.0,2010.0,1.85,92.0,6327.0,35000000.0,3.8
1332,35000000.0,15471969.0,2012.0,1.85,93.0,1361.0,30000000.0,5.2
1333,35000000.0,63211088.0,2007.0,2.35,92.0,32875.0,35000000.0,6.2
1334,35000000.0,14471440.0,1991.0,2.35,115.0,1290.0,35000000.0,5.7
1335,35000000.0,61721826.0,2011.0,1.85,139.0,13021.0,32000000.0,6.7
1336,35000000.0,13264986.0,2001.0,1.85,94.0,1668.0,35000000.0,6.0
1337,35000000.0,12506188.0,2006.0,1.85,83.0,5022.0,35000000.0,4.2
1338,35000000.0,24405825.0,2001.0,2.35,111.0,19805.0,35000000.0,6.8
1339,35000000.0,31878891.0,2009.0,2.35,100.0,5890.0,35000000.0,7.3
1340,35000000.0,18376443.0,2014.0,1.85,109.0,1458.0,35000000.0,5.7
1341,35000000.0,18376443.0,2014.0,1.85,109.0,1458.0,35000000.0,5.7
1342,35000000.0,10319915.0,1998.0,2.35,91.0,1352.0,35000000.0,4.8
1343,35000000.0,12254746.0,2009.0,2.35,101.0,1947.0,35000000.0,5.5
1344,35000000.0,12819501.0,2015.0,2.35,91.0,1564.0,35000000.0,5.4
1345,35000000.0,15461638.0,2006.0,1.85,96.0,24640.0,35000000.0,7.3
1346,35000000.0,61173364.0,2015.0,2.35,123.0,23031.0,35000000.0,7.4
1347,35000000.0,27480015.0,2013.0,2.35,141.0,301.0,35000000.0,7.1
1348,35000000.0,10157534.0,2008.0,2.35,103.0,6563.0,35000000.0,6.0
1349,35000000.0,42064105.0,2006.0,2.35,117.0,3611.0,35000000.0,6.9
1350,35000000.0,16830252.0,2002.0,1.85,114.0,1005.0,35000000.0,6.3
1351,35000000.0,6448817.0,1997.0,2.35,101.0,1993.0,35000000.0,4.6
1352,35000000.0,4651977.0,1992.0,2.35,114.0,4334.0,35000000.0,6.9
1353,35000000.0,2221994.0,1997.0,2.35,121.0,3125.0,35000000.0,6.4
1354,35000000.0,2000000.0,2012.0,2.35,105.0,23122.0,35000000.0,5.7
1355,35000000.0,1500000.0,1980.0,2.35,156.0,1573.0,35000000.0,8.4
1356,35000000.0,630779.0,1999.0,2.35,148.0,5.0,35000000.0,6.8
1357,35000000.0,17967746.0,2012.0,2.35,96.0,14978.0,35000000.0,5.5
1358,35000000.0,19282590.0,2006.0,2.35,93.0,5377.0,32000000.0,5.7
1359,35000000.0,11106.0,2015.0,2.1269761542364285,109.0,1982.0,40455386.33009198,4.5
1360,35000000.0,11106.0,2015.0,2.1269761542364285,109.0,1980.0,40455386.33009198,4.5
1361,34800000.0,62831715.0,2011.0,2.35,89.0,843.0,30000000.0,4.9
1362,34000000.0,348319861.0,2014.0,2.35,113.0,1783.0,34000000.0,6.8
1363,34000000.0,63802928.0,2015.0,2.35,128.0,3386.0,34000000.0,7.1
1364,34000000.0,32014993.0,1993.0,2.35,139.0,1068.0,30000000.0,7.2
1365,34000000.0,11263966.0,1999.0,2.35,102.0,1274.0,34000000.0,5.2
1366,34000000.0,10672566.0,1999.0,1.85,109.0,52621.0,34000000.0,5.3
1367,34000000.0,10672566.0,1999.0,1.85,109.0,52621.0,34000000.0,5.3
1368,34000000.0,6543194.0,2000.0,2.35,114.0,1778.0,34000000.0,5.6
1369,34000000.0,10392666.0,2013.0,2.35,85.0,369.0,34000000.0,6.3
1370,33000000.0,236500000.0,1992.0,2.35,138.0,14619.0,40000000.0,7.6
1371,33000000.0,173559438.0,2000.0,1.85,99.0,1790.0,30000000.0,5.1
1372,33000000.0,79958599.0,2001.0,2.35,101.0,5942.0,33000000.0,5.5
1373,33000000.0,165552290.0,2012.0,2.35,99.0,4863.0,33000000.0,6.5
1374,33000000.0,54533774.0,2004.0,2.35,140.0,2114.0,33000000.0,6.5
1375,33000000.0,41495213.0,2012.0,2.35,94.0,27759.0,30000000.0,6.5
1376,33000000.0,21621188.0,2008.0,2.35,113.0,391.0,30000000.0,6.0
1377,33000000.0,8408835.0,1999.0,2.35,124.0,13093.0,38000000.0,6.0
1378,33000000.0,27610873.0,2005.0,2.35,118.0,2859.0,10000000.0,6.8
1379,33000000.0,357687.0,2013.0,2.35,105.0,1843.0,33000000.0,7.1
1380,32500000.0,572705079.0,1983.0,2.35,134.0,13649.0,32500000.0,8.4
1381,32500000.0,113019290.0,2008.0,1.85,124.0,14504.0,32000000.0,7.6
1382,32500000.0,48425971.0,2013.0,2.35,89.0,74181.0,35000000.0,5.6
1383,32500000.0,24159934.0,2012.0,1.85,98.0,4151.0,40455386.33009198,5.6
1384,32000000.0,220236410.0,2003.0,1.85,97.0,43354.0,33000000.0,6.9
1385,32000000.0,152036382.0,1996.0,2.35,123.0,5975.0,32000000.0,6.4
1386,32000000.0,126539117.0,2013.0,2.35,107.0,38751.0,32000000.0,6.7
1387,32000000.0,116898028.0,2002.0,1.85,99.0,2916.0,35000000.0,5.1
1388,32000000.0,99296462.0,2006.0,1.85,92.0,1729.0,32000000.0,5.7
1389,32000000.0,59450353.0,1988.0,1.85,101.0,18734.0,32000000.0,7.0
